timestamp,z_axis
1490,-0.035
1500,-0.0847
1510,0.0043
1520,-0.0875
1530,-0.0915
1540,0.0818
1550,0.0123
1560,0.0632
1570,0.0323
1580,-0.0489
1590,-0.0745
1600,0.0479
1610,-0.0675
1620,0.0928
1630,0.009
1640,0.07
1650,0.0575
1660,0.0323
1670,0.0126
1680,-0.0004
1690,-0.0355
1700,-0.0928
1710,0.054
1720,-0.0436
1730,0.0299
1740,-0.0977
1750,0.0492
1760,-0.095
1770,-0.044
1780,-0.0273
1790,0.0257
1800,-0.0405
1810,-0.023
1820,0.0993
1830,0.0348
1840,0.0718
1850,0.0463
1860,0.0956
1870,-0.0981
1880,0.0292
1890,-0.0881
1900,-0.0736
1910,0.0758
1920,-0.0995
1930,0.0858
1940,0.0466
1950,0.0525
1960,0.0002
1970,-0.0694
1980,-0.0679
1990,0.0681
2000,-0.035
2010,0.0811
2020,0.0251
2030,0.0753
2040,0.0411
2050,-0.0991
2060,0.0752
2070,0.0441
2080,0.0889
2090,-0.022
2100,0.0882
2110,0.0819
2120,-0.0844
2130,0.032
2140,0.0234
2150,-0.0173
2160,0.0686
2170,0.0298
2180,0.0502
2190,0.0907
2200,0.0654
2210,0.0594
2220,-0.0099
2230,-0.0597
2240,0.0233
2250,-0.0115
2260,0.0732
2270,-0.0475
2280,-0.0814
2290,-0.0357
2300,0.0573
2310,0.0365
2320,-0.0293
2330,0.0257
2340,-0.0036
2350,-0.0105
2360,0.0704
2370,-0.0025
2380,-0.0318
2390,-0.0307
2400,-0.0218
2410,-0.071
2420,0.0886
2430,-0.0912
2440,-0.0362
2450,-0.0589
2460,0.0593
2470,0.0918
2480,0.0216
2490,0.0766
2500,-0.099
2510,-0.0444
2520,0.0099
2530,-0.0108
2540,-0.011
2550,0.0423
2560,0.0428
2570,0.0145
2580,0.0739
2590,-0.0582
2600,-0.0978
2610,0.0898
2620,0.0676
2630,-0.014
2640,0.0192
2650,0.0123
2660,0.0759
2670,-0.0719
2680,-0.0678
2690,0.0856
2700,-0.0783
2710,-0.0874
2720,-0.0217
2730,-0.0137
2740,0.044
2750,-0.0017
2760,-0.0103
2770,-0.0234
2780,-0.0882
2790,0.097
2800,0.0378
2810,0.0114
2820,-0.0915
2830,-0.016
2840,-0.0848
2850,-0.0321
2860,-0.0311
2870,0.0266
2880,-0.0802
2890,0.0272
2900,0.0032
2910,0.0185
2920,-0.0362
2930,-0.0623
2940,-0.046
2950,0.0996
2960,-0.0113
2970,0.0683
2980,0.0505
2990,0.0231
3000,0.0117
3010,0.0913
3020,-0.0054
3030,0.0457
3040,-0.0944
3050,0.0186
3060,-0.0416
3070,-0.0878
3080,0.0893
3090,0.0938
3100,-0.0088
3110,0.028
3120,-0.0995
3130,-0.0579
3140,0.0491
3150,-0.0103
3160,0.0592
3170,0.0156
3180,0.0262
3190,0.0739
3200,0.0532
3210,0.0127
3220,-0.0157
3230,-0.0769
3240,0.0841
3250,0.0902
3260,-0.0537
3270,0.0233
3280,-0.0328
3290,-0.078
3300,-0.0818
3310,0.0848
3320,-0.0005
3330,0.0686
3340,0.0768
3350,0.0136
3360,0.0921
3370,-0.0602
3380,-0.0929
3390,0.0215
3400,0.006
3410,0.0232
3420,-0.0322
3430,0.0616
3440,0.0631
3450,0.0445
3460,-0.0468
3470,0.0043
3480,-0.0512
3490,0.0202
3500,0.0839
3510,0.0354
3520,-0.0995
3530,0.0043
3540,0.0655
3550,0.054
3560,0.0587
3570,-0.022
3580,-0.0704
3590,-0.0178
3600,-0.0977
3610,-0.0178
3620,-0.027
3630,0.06
3640,0.0886
3650,0.0861
3660,0.0621
3670,0.0873
3680,0.0426
3690,-0.0826
3700,0.0073
3710,0.0357
3720,0.0324
3730,-0.0791
3740,-0.0099
3750,0.0146
3760,-0.0599
3770,-0.0863
3780,0.0011
3790,0.0743
3800,-0.0677
3810,-0.062
3820,0.0473
3830,0.0501
3840,0.0962
3850,0.0586
3860,-0.0241
3870,-0.0047
3880,0.0793
3890,0.0462
3900,0.0699
3910,-0.0054
3920,-0.002
3930,-0.0287
3940,-0.0389
3950,0.0747
3960,0.0127
3970,-0.0779
3980,-0.0679
3990,-0.0275
4000,-0.0932
4010,0.0102
4020,-0.052
4030,-0.0718
4040,0.0749
4050,0.0109
4060,-0.0415
4070,0.0386
4080,-0.0784
4090,0.0444
4100,0.011
4110,0.0376
4120,0.0564
4130,0.0136
4140,0.0693
4150,-0.0038
4160,-0.0832
4170,-0.0275
4180,0.081
4190,-0.0086
4200,0.0593
4210,-0.0108
4220,-0.0905
4230,-0.092
4240,0.0858
4250,-0.0083
4260,0.0597
4270,0.0933
4280,0.0125
4290,-0.0194
4300,-0.0014
4310,0.0372
4320,0.04
4330,0.0687
4340,-0.0791
4350,0.0688
4360,-0.0015
4370,0.0355
4380,0.0793
4390,0.0248
4400,0.0866
4410,-0.0343
4420,0.0905
4430,0.0675
4440,0.0453
4450,-0.0317
4460,0.0472
4470,0.005
4480,0.0778
4490,0.0085
4500,0.0008
4510,-0.0205
4520,-0.0686
4530,-0.0129
4540,-0.0982
4550,0.0743
4560,0.0354
4570,0.0725
4580,-0.0943
4590,-0.0678
4600,-0.0679
4610,0.0711
4620,0.0201
4630,-0.0228
4640,0.0922
4650,0.0855
4660,0.0029
4670,-0.0809
4680,-0.099
4690,0.0781
4700,0.0161
4710,-0.0776
4720,-0.0929
4730,0.0835
4740,0.0341
4750,0.057
4760,-0.0217
4770,-0.0922
4780,-0.0043
4790,0.0495
4800,0.0979
4810,0.0621
4820,0.0131
4830,0.0417
4840,-0.0539
4850,-0.0631
4860,0.0439
4870,-0.0994
4880,-0.0566
4890,0.01
4900,0.0132
4910,-0.0075
4920,0.0846
4930,-0.0685
4940,0.0846
4950,-0.0037
4960,-0.0168
4970,-0.0887
4980,-0.0546
4990,0.0693
5000,0.0833
5010,0.0229
5020,0.0041
5030,0.0611
5040,0.0997
5050,0.0373
5060,0.0482
5070,0.0236
5080,-0.0205
5090,-0.0702
5100,-0.0511
5110,0.0216
5120,-0.0122
5130,-0.0681
5140,-0.0111
5150,0.0611
5160,0.0433
5170,-0.0367
5180,0.0284
5190,-0.033
5200,0.0981
5210,0.0914
5220,0.0146
5230,-0.0286
5240,0.0253
5250,-0.0761
5260,0.0399
5270,0.0232
5280,0.0726
5290,0.0005
5300,-0.0768
5310,0.0762
5320,-0.0074
5330,0.0398
5340,0.0625
5350,-0.0497
5360,0.0597
5370,0.0937
5380,0.0949
5390,0.0575
5400,0.0634
5410,0.008
5420,-0.0991
5430,-0.015
5440,0.0977
5450,0.03
5460,-0.0116
5470,0.0764
5480,0.0822
5490,0.0947
5500,-0.0575
5510,-0.0604
5520,-0.0575
5530,0.0492
5540,0.0342
5550,-0.0017
5560,-0.0212
5570,-0.0318
5580,0.0676
5590,-0.0492
5600,-0.0105
5610,0.0686
5620,-0.0439
5630,0.0105
5640,-0.0129
5650,0.0686
5660,-0.0265
5670,0.0732
5680,0.0002
5690,-0.0439
5700,0.0163
5710,-0.0577
5720,-0.0208
5730,0.0411
5740,-0.0811
5750,-0.0915
5760,0.0133
5770,-0.0928
5780,0.0852
5790,0.0304
5800,0.0188
5810,0.0728
5820,-0.0581
5830,0.033
5840,0.0974
5850,-0.0702
5860,0.0947
5870,0.0793
5880,0.0075
5890,0.0396
5900,0.0821
5910,-0.0482
5920,0.0152
5930,0.0384
5940,0.0478
5950,-0.095
5960,0.067
5970,0.0369
5980,-0.0119
5990,-0.0689
6000,0.0011
6010,0.029
6020,0.0185
6030,-0.0424
6040,-0.0816
6050,0.0179
6060,0.0711
6070,-0.0216
6080,0.0568
6090,-0.0365
6100,-0.0728
6110,-0.0732
6120,-0.0054
6130,0.0478
6140,0.034
6150,-0.0677
6160,-0.0448
6170,-0.0142
6180,0.0885
6190,0.0333
6200,0.0886
6210,-0.0855
6220,-0.0397
6230,0.0363
6240,0.027
6250,0.0935
6260,0.0491
6270,-0.0958
6280,0.0626
6290,-0.0168
6300,0.0425
6310,0.0023
6320,-0.0082
6330,-0.0725
6340,-0.031
6350,0.0356
6360,-0.0842
6370,-0.0987
6380,0.0053
6390,-0.0374
6400,-0.0976
6410,0.0341
6420,-0.041
6430,-0.031
6440,-0.0163
6450,0.0435
6460,-0.0392
6470,-0.0701
6480,-0.0755
6490,-0.0799
6500,-0.0161
6510,-0.0405
6520,0.0409
6530,0.024
6540,0.032
6550,-0.0569
6560,-0.0957
6570,0.0011
6580,0.0061
6590,-0.0324
6600,-0.0425
6610,-0.0235
6620,-0.0194
6630,0.0684
6640,0.0888
6650,-0.0681
6660,0.0595
6670,0.0014
6680,0.0886
6690,0.0637
6700,0.0636
6710,0.015
6720,-0.0208
6730,-0.0841
6740,0.0011
6750,-0.0545
6760,0.0646
6770,-0.0149
6780,-0.0589
6790,0.0867
6800,0.0756
6810,0.0759
6820,-0.0351
6830,-0.0528
6840,-0.0494
6850,0.0917
6860,-0.0749
6870,0.0539
6880,-0.084
6890,-0.0506
6900,0.0458
6910,0.0528
6920,-0.0265
6930,0.0633
6940,-0.0795
6950,0.0562
6960,-0.0778
6970,-0.0511
6980,-0.0305
6990,-0.0226
7000,0.0749
7010,0.0173
7020,0.0918
7030,-0.0483
7040,0.0276
7050,-0.0502
7060,0.0428
7070,-0.0251
7080,-0.0587
7090,0.0148
7100,-0.0088
7110,-0.018
7120,0.0929
7130,0.0486
7140,-0.0171
7150,-0.0604
7160,0.0956
7170,-0.029
7180,-0.0628
7190,0.0249
7200,0.0913
7210,0.0886
7220,0.063
7230,0.0962
7240,0.0138
7250,-0.061
7260,0.0708
7270,-0.0442
7280,-0.0723
7290,0.0191
7300,0.0884
7310,-0.0301
7320,-0.0419
7330,-0.0817
7340,-0.0193
7350,0.0713
7360,-0.0493
7370,0.0711
7380,-0.046
7390,-0.0775
7400,-0.0273
7410,0.0405
7420,0.0114
7430,0.0407
7440,0.0717
7450,-0.0108
7460,-0.0574
7470,-0.0925
7480,-0.0126
7490,-0.0068
7500,0.0821
7510,0.0065
7520,0.0772
7530,0.0424
7540,0.0633
7550,0.0801
7560,-0.0346
7570,-0.0349
7580,0.0867
7590,0.0775
7600,-0.0893
7610,-0.0133
7620,-0.036
7630,-0.0438
7640,0.0529
7650,0.0242
7660,-0.0813
7670,0.0987
7680,0.0464
7690,-0.0553
7700,0.0091
7710,-0.0205
7720,-0.0386
7730,-0.0257
7740,-0.069
7750,0.0268
7760,-0.025
7770,0.0297
7780,0.0126
7790,0.0007
7800,0.0237
7810,-0.0871
7820,0.0813
7830,0.0571
7840,0.0246
7850,-0.0312
7860,-0.0113
7870,0.0611
7880,0.0425
7890,0.0462
7900,-0.0409
7910,-0.0597
7920,-0.0667
7930,0.0599
7940,-0.0473
7950,-0.0889
7960,0.0126
7970,-0.0681
7980,0.0913
7990,0.0022
8000,-0.0411
8010,-0.0226
8020,-0.0897
8030,-0.0567
8040,0.0208
8050,0.095
8060,-0.0417
8070,-0.0015
8080,-0.0593
8090,-0.0256
8100,0.0008
8110,-0.0542
8120,-0.0829
8130,-0.0554
8140,0.0049
8150,0.0973
8160,0.0276
8170,-0.07
8180,-0.0534
8190,0.0456
8200,-0.0783
8210,-0.0948
8220,-0.0942
8230,-0.0798
8240,0.0535
8250,-0.0569
8260,-0.0868
8270,0.0864
8280,-0.0997
8290,-0.0122
8300,0.031
8310,0.035
8320,0.0528
8330,-0.0245
8340,-0.0461
8350,-0.047
8360,0.0348
8370,0.0232
8380,0.0203
8390,-0.0342
8400,-0.0179
8410,0.022
8420,0.054
8430,0.0486
8440,-0.0876
8450,0.0986
8460,0.0819
8470,0.032
8480,0.0479
8490,-0.0346
8500,0.0235
8510,-0.0551
8520,-0.0109
8530,0.0875
8540,0.008
8550,0.0373
8560,0.0578
8570,-0.0069
8580,-0.0565
8590,0.0963
8600,0.065
8610,-0.0832
8620,-0.0234
8630,-0.0805
8640,-0.0391
8650,0.0947
8660,0.0626
8670,0.0045
8680,0.0187
8690,-0.0558
8700,0.0227
8710,0.0803
8720,-0.0952
8730,-0.0345
8740,-0.0093
8750,0.0115
8760,0.0415
8770,0.0074
8780,-0.0842
8790,0.0261
8800,-0.0438
8810,-0.0594
8820,0.0733
8830,-0.0239
8840,-0.0549
8850,0.044
8860,0.0533
8870,-0.0403
8880,0.0972
8890,-0.0759
8900,0.0374
8910,-0.086
8920,0.0755
8930,0.0627
8940,-0.0276
8950,-0.01
8960,0.0913
8970,0.0862
8980,-0.0061
8990,-0.0595
9000,0.0894
9010,-0.0014
9020,0.0532
9030,-0.0964
9040,0.0618
9050,-0.0388
9060,0.0454
9070,0.0941
9080,0.0515
9090,-0.0819
9100,-0.0025
9110,0.0387
9120,-0.0364
9130,-0.0981
9140,0.0995
9150,-0.0015
9160,0.0407
9170,-0.0794
9180,0.0752
9190,-0.0707
9200,0.0828
9210,0.0455
9220,-0.097
9230,-0.0246
9240,-0.0243
9250,0.0867
9260,0.0014
9270,-0.055
9280,0.0708
9290,-0.0933
9300,0.0268
9310,0.0925
9320,-0.0888
9330,0.033
9340,-0.0889
9350,0.0231
9360,-0.0719
9370,-0.0312
9380,0.0095
9390,0.0185
9400,0.0932
9410,-0.0446
9420,0.0307
9430,-0.0912
9440,-0.0652
9450,-0.0986
9460,0.0843
9470,-0.0112
9480,0.048
9490,-0.0775
9500,0.0394
9510,0.0693
9520,-0.0661
9530,-0.0624
9540,-0.0699
9550,-0.0058
9560,0.0068
9570,-0.0414
9580,-0.0653
9590,0.0364
9600,0.0119
9610,-0.0726
9620,-0.0819
9630,-0.0224
9640,-0.0286
9650,-0.0253
9660,0.0052
9670,-0.085
9680,0.0723
9690,-0.0745
9700,0.031
9710,0.0685
9720,0.0076
9730,-0.0047
9740,-0.0654
9750,-0.0287
9760,-0.0745
9770,0.0658
9780,0.0614
9790,0.0574
9800,-0.0948
9810,0.0024
9820,0.0274
9830,0.0615
9840,0.0447
9850,-0.0325
9860,-0.0965
9870,0.0391
9880,-0.0985
9890,0.0197
9900,0.0265
9910,-0.0091
9920,-0.0453
9930,0.0311
9940,-0.0573
9950,-0.027
9960,0.0669
9970,0.0448
9980,-0.0901
9990,0.0241
