timestamp,z_axis
1630,-1.8472
1640,-2.8541
1650,-0.022
1660,2.7743
1670,1.7674
1680,-1.7038
1690,-2.7943
1700,-0.0697
1710,2.8267
1720,1.7201
1730,-1.7149
1740,-2.8887
1750,-0.0803
1760,2.8374
1770,1.7934
1780,-1.8099
1790,-2.8561
1800,-0.0949
1810,2.9302
1820,1.7273
1830,-1.8339
1840,-2.872
1850,-0.0897
1860,2.8952
1870,1.6934
1880,-1.7614
1890,-2.8781
1900,-0.0549
1910,2.9233
1920,1.699
1930,-1.7235
1940,-2.8618
1950,-0.0021
1960,2.7856
1970,1.7035
1980,-1.7754
1990,-2.7861
2000,0.0104
2010,2.8263
2020,1.7867
2030,-1.7998
2040,-2.7816
2050,0.0488
2060,2.8099
2070,1.7665
2080,-1.7756
2090,-2.9061
2100,-0.01
2110,2.9172
2120,1.7227
2130,-1.7442
2140,-2.9253
2150,-0.026
2160,2.834
2170,1.7648
2180,-1.8349
2190,-2.9142
2200,-0.0014
2210,2.7586
2220,1.7521
2230,-1.857
2240,-2.9492
2250,0.0195
2260,2.9196
2270,1.6962
2280,-1.8343
2290,-2.9266
2300,-0.0708
2310,2.8581
2320,1.8471
2330,-1.6832
2340,-2.8781
2350,0.0071
2360,2.9414
2370,1.7398
2380,-1.6945
2390,-2.7722
2400,0.091
2410,2.7643
2420,1.7772
2430,-1.7709
2440,-2.8374
2450,-0.0511
2460,2.8285
2470,1.7803
2480,-1.6994
2490,-2.8202
2500,-0.0053
2510,2.8436
2520,1.8192
2530,-1.7504
2540,-2.8515
2550,-0.0209
2560,2.7638
2570,1.8512
2580,-1.8257
2590,-2.7843
2600,-0.0599
2610,2.9316
2620,1.8412
2630,-1.7586
2640,-2.7871
2650,0.0348
2660,2.883
2670,1.6684
2680,-1.752
2690,-2.8542
2700,-0.0178
2710,2.7792
2720,1.7485
2730,-1.809
2740,-2.7774
2750,0.0863
2760,2.8198
2770,1.7056
2780,-1.8061
2790,-2.8538
2800,0.0077
2810,2.8751
2820,1.8466
2830,-1.7429
2840,-2.8582
2850,0.0482
2860,2.9035
2870,1.8213
2880,-1.8218
2890,-2.9052
2900,-0.0206
2910,2.9254
2920,1.8314
2930,-1.7685
2940,-2.8925
2950,0.0885
2960,2.8478
2970,1.8514
2980,-1.8078
2990,-2.9233
3000,-0.0104
3010,2.7573
3020,1.7853
3030,-1.7714
3040,-2.931
3050,-0.0349
3060,2.8523
3070,1.7374
3080,-1.6724
3090,-2.8011
3100,-0.043
3110,2.819
3120,1.7272
3130,-1.7863
3140,-2.8987
3150,0.0723
3160,2.769
3170,1.852
3180,-1.7922
3190,-2.844
3200,0.0422
3210,2.8889
3220,1.8082
3230,-1.7581
3240,-2.8495
3250,0.0482
3260,2.8672
3270,1.8133
3280,-1.7173
3290,-2.7706
3300,-0.0176
3310,2.7622
3320,1.8558
3330,-1.8339
3340,-2.9306
3350,0.0742
3360,2.8052
3370,1.7371
3380,-1.8003
3390,-2.9323
3400,-0.0527
3410,2.8077
3420,1.7144
3430,-1.7837
3440,-2.8716
3450,-0.0698
3460,2.916
3470,1.854
3480,-1.6775
3490,-2.82
3500,0.0117
3510,2.9339
3520,1.6737
3530,-1.7444
3540,-2.9156
3550,-0.0188
3560,2.9312
3570,1.808
3580,-1.8374
3590,-2.7559
3600,0.0852
3610,2.9061
3620,1.8104
3630,-1.7606
3640,-2.9025
3650,0.0745
3660,2.9489
3670,1.8549
3680,-1.7864
3690,-2.8346
3700,-0.0831
3710,2.7805
3720,1.7923
3730,-1.8539
3740,-2.9292
3750,-0.0707
3760,2.8955
3770,1.7421
3780,-1.8229
3790,-2.8833
3800,-0.0839
3810,2.8796
3820,1.8022
3830,-1.8226
3840,-2.7634
3850,-0.0996
3860,2.8029
3870,1.6737
3880,-1.8574
3890,-2.76
3900,-0.0264
3910,2.9494
3920,1.755
3930,-1.8299
3940,-2.8146
3950,0.0297
3960,2.8024
3970,1.8276
3980,-1.6969
3990,-2.8289
4000,-0.0445
4010,2.762
4020,1.7838
4030,-1.8283
4040,-2.9401
4050,-0.0249
4060,2.756
4070,1.8235
4080,-1.8547
4090,-2.7641
4100,-0.0246
4110,2.7887
4120,1.75
4130,-1.6927
4140,-2.8727
4150,-0.0572
4160,2.8836
4170,1.808
4180,-1.7206
4190,-2.7973
4200,0.0321
4210,2.8395
4220,1.7215
4230,-1.6958
4240,-2.9398
4250,0.0418
4260,2.7958
4270,1.8429
4280,-1.8509
4290,-2.7897
4300,0.0542
4310,2.8753
4320,1.7898
4330,-1.734
4340,-2.8003
4350,0.0819
4360,2.8641
4370,1.849
4380,-1.6777
4390,-2.7651
4400,-0.0208
4410,2.9369
4420,1.814
4430,-1.7781
4440,-2.951
4450,0.0102
4460,2.8819
4470,1.7462
4480,-1.8001
4490,-2.783
4500,0.0767
4510,2.7974
4520,1.7646
4530,-1.7587
4540,-2.8612
4550,-0.0375
4560,2.8524
4570,1.8113
4580,-1.7209
4590,-2.8262
4600,-0.0545
4610,2.95
4620,1.8634
4630,-1.7296
4640,-2.9338
4650,-0.0025
4660,2.7971
4670,1.7055
4680,-1.7099
4690,-2.8879
4700,0.0041
4710,2.8852
4720,1.6768
4730,-1.8306
4740,-2.941
4750,0.0497
4760,2.8033
4770,1.7827
4780,-1.7681
4790,-2.7756
4800,0.0142
4810,2.855
4820,1.7087
4830,-1.6731
4840,-2.8186
4850,0.0413
4860,2.797
4870,1.7929
4880,-1.6719
4890,-2.8625
4900,0.0407
4910,2.9492
4920,1.802
4930,-1.7543
4940,-2.8706
4950,0.0231
4960,2.8894
4970,1.8209
4980,-1.7558
4990,-2.8583
5000,-0.0654
5010,2.7766
5020,1.7006
5030,-1.7435
5040,-2.8782
5050,0.02
5060,2.8573
5070,1.816
5080,-1.6735
5090,-2.9374
5100,-0.0775
5110,2.9116
5120,1.7506
5130,-1.7208
5140,-2.8809
5150,0.0971
5160,2.9094
5170,1.8225
5180,-1.8592
5190,-2.8683
5200,0.0519
5210,2.9142
5220,1.6691
5230,-1.7441
5240,-2.8059
5250,-0.0488
5260,2.893
5270,1.7754
5280,-1.702
5290,-2.7667
5300,-0.0226
5310,2.8295
5320,1.7739
5330,-1.8434
5340,-2.9344
5350,-0.0556
5360,2.8334
5370,1.6861
5380,-1.7813
5390,-2.91
5400,-0.0858
5410,2.8818
5420,1.6813
5430,-1.8273
5440,-2.77
5450,0.0608
5460,2.8127
5470,1.8086
5480,-1.6946
5490,-2.9376
5500,-0.0057
5510,2.88
5520,1.7707
5530,-1.6731
5540,-2.8116
5550,-0.0378
5560,2.9444
5570,1.733
5580,-1.8388
5590,-2.9468
5600,-0.0111
5610,2.8733
5620,1.688
5630,-1.7293
5640,-2.8243
5650,-0.0466
5660,2.8008
5670,1.7263
5680,-1.6851
5690,-2.9314
5700,0.0571
5710,2.7931
5720,1.8327
5730,-1.6838
5740,-2.9383
5750,0.015
5760,2.8662
5770,1.7238
5780,-1.7079
5790,-2.9134
5800,-0.0113
5810,2.8465
5820,1.8016
5830,-1.7598
5840,-2.8701
5850,0.0764
5860,2.8593
5870,1.7818
5880,-1.7465
5890,-2.8977
5900,0.0876
5910,2.912
5920,1.8563
5930,-1.8196
5940,-2.8314
5950,0.0927
5960,2.9084
5970,1.8171
5980,-1.7161
5990,-2.7829
6000,-0.0128
6010,2.7989
6020,1.8033
6030,-1.7964
6040,-2.8533
6050,0.0623
6060,2.9462
6070,1.7971
6080,-1.746
6090,-2.9374
6100,0.0543
6110,2.8817
6120,1.6709
6130,-1.8609
6140,-2.9454
6150,-0.0113
6160,2.8418
6170,1.7651
6180,-1.679
6190,-2.7731
6200,-0.0019
6210,2.8693
6220,1.7954
6230,-1.6641
6240,-2.9405
6250,0.0105
6260,2.8817
6270,1.7891
6280,-1.7902
6290,-2.8042
6300,0.0972
6310,2.7856
6320,1.6754
6330,-1.8196
6340,-2.9268
6350,0.0487
6360,2.8768
6370,1.7704
6380,-1.7995
6390,-2.9424
6400,-0.0852
6410,2.9465
6420,1.7324
6430,-1.7185
6440,-2.8025
6450,-0.0232
6460,2.833
6470,1.8065
6480,-1.7709
6490,-2.8348
6500,0.0914
6510,2.7754
6520,1.7354
6530,-1.8413
6540,-2.8671
6550,-0.0566
6560,2.8493
6570,1.8593
6580,-1.7159
6590,-2.7695
6600,0.0396
6610,2.847
6620,1.8127
6630,-1.6883
6640,-2.9414
6650,-0.0381
6660,2.7676
6670,1.798
6680,-1.7916
6690,-2.8721
6700,-0.056
6710,2.9306
6720,1.8459
6730,-1.7463
6740,-2.8827
6750,-0.0048
6760,2.8506
6770,1.817
6780,-1.8579
6790,-2.7858
6800,-0.0973
6810,2.7893
6820,1.7215
6830,-1.7196
6840,-2.7659
6850,0.0676
6860,2.8012
6870,1.782
6880,-1.6662
6890,-2.901
6900,0.0679
6910,2.8334
6920,1.7542
6930,-1.7944
6940,-2.9129
6950,-0.0437
6960,2.8579
6970,1.7078
6980,-1.7886
6990,-2.8951
7000,-0.0238
7010,2.7554
7020,1.7046
7030,-1.6998
7040,-2.9275
7050,0.0652
7060,2.8024
7070,1.8599
7080,-1.6789
7090,-2.9521
7100,0.0374
7110,2.8587
7120,1.6661
7130,-1.6689
7140,-2.8139
7150,-0.0618
7160,2.773
7170,1.8521
7180,-1.8356
7190,-2.9231
7200,-0.0908
7210,2.9266
7220,1.7907
7230,-1.8114
7240,-2.8224
7250,0.0214
7260,2.7818
7270,1.8071
7280,-1.6803
7290,-2.9296
7300,-0.065
7310,2.9402
7320,1.6848
7330,-1.6954
7340,-2.9315
7350,-0.0549
7360,2.8566
7370,1.7906
7380,-1.7084
7390,-2.8628
7400,-0.0554
7410,2.9171
7420,1.7849
7430,-1.7464
7440,-2.9479
7450,0.0349
7460,2.7745
7470,1.8344
7480,-1.803
7490,-2.9075
7500,0.0443
7510,2.76
7520,1.7932
7530,-1.8626
7540,-2.7729
7550,-0.0644
7560,2.8612
7570,1.7455
7580,-1.7684
7590,-2.9177
7600,-0.0942
7610,2.9132
7620,1.8153
7630,-1.852
7640,-2.9048
7650,-0.0592
7660,2.8931
7670,1.8158
7680,-1.7351
7690,-2.787
7700,0.0328
7710,2.7537
7720,1.7
7730,-1.7594
7740,-2.8522
7750,0.0548
7760,2.7916
7770,1.8329
7780,-1.6667
7790,-2.7732
7800,-0.0523
7810,2.938
7820,1.7536
7830,-1.6785
7840,-2.837
7850,0.054
7860,2.819
7870,1.8127
7880,-1.6743
7890,-2.791
7900,0.0208
7910,2.9357
7920,1.6859
7930,-1.7729
7940,-2.8192
7950,-0.0993
7960,2.8207
7970,1.8219
7980,-1.8012
7990,-2.7709
8000,0.0485
8010,2.84
8020,1.6636
8030,-1.8617
8040,-2.7956
8050,0.0258
8060,2.8899
8070,1.7211
8080,-1.7347
8090,-2.8233
8100,-0.0197
8110,2.7789
8120,1.7568
8130,-1.8491
8140,-2.8029
8150,0.0322
8160,2.8019
8170,1.7521
8180,-1.6976
8190,-2.8365
8200,0.09
8210,2.8856
8220,1.8015
8230,-1.7308
8240,-2.7791
8250,-0.0477
8260,2.8037
8270,1.8168
8280,-1.8215
8290,-2.9253
8300,0.0693
8310,2.9121
8320,1.8605
8330,-1.8441
8340,-2.8968
8350,-0.0341
8360,2.7639
8370,1.8063
8380,-1.7136
8390,-2.7583
8400,0.033
8410,2.9074
8420,1.8211
8430,-1.836
8440,-2.8934
8450,-0.0894
8460,2.8836
8470,1.8628
8480,-1.6717
8490,-2.8917
8500,-0.0994
8510,2.9444
8520,1.6931
8530,-1.8462
8540,-2.9136
8550,0.0093
8560,2.9447
8570,1.7067
8580,-1.7508
8590,-2.7879
8600,-0.0311
8610,2.8963
8620,1.7217
8630,-1.7595
8640,-2.8187
8650,-0.0815
8660,2.8549
8670,1.7311
8680,-1.6816
8690,-2.8917
8700,0.0172
8710,2.818
8720,1.6716
8730,-1.6645
8740,-2.9021
8750,-0.0923
8760,2.9356
8770,1.7772
8780,-1.7408
8790,-2.8171
8800,-0.0086
8810,2.828
8820,1.8228
8830,-1.7169
8840,-2.8373
8850,0.0098
8860,2.9141
8870,1.6793
8880,-1.7993
8890,-2.9159
8900,0.0877
8910,2.8458
8920,1.6704
8930,-1.7386
8940,-2.9028
8950,-0.0515
8960,2.8831
8970,1.7703
8980,-1.7649
8990,-2.8951
9000,0.0733
9010,2.7877
9020,1.7191
9030,-1.806
9040,-2.9143
9050,-0.0912
9060,2.8915
9070,1.7543
9080,-1.828
9090,-2.9456
9100,0.04
9110,2.9254
9120,1.6828
9130,-1.7098
9140,-2.8507
9150,0.0518
9160,2.8105
9170,1.6945
9180,-1.7446
9190,-2.8106
9200,-0.0501
9210,2.8166
9220,1.6911
9230,-1.729
9240,-2.8308
9250,0.0032
9260,2.8394
9270,1.6784
9280,-1.6949
9290,-2.9506
9300,0.0734
9310,2.9421
9320,1.7842
9330,-1.8372
9340,-2.9196
9350,0.0995
9360,2.8638
9370,1.7664
9380,-1.7025
9390,-2.834
9400,-0.0091
9410,2.8839
9420,1.6904
9430,-1.8337
9440,-2.9371
9450,-0.0643
9460,2.8798
9470,1.8153
9480,-1.6813
9490,-2.8746
9500,0.0481
9510,2.8814
9520,1.8457
9530,-1.8607
9540,-2.805
9550,-0.0923
9560,2.8971
9570,1.8128
9580,-1.8452
9590,-2.9264
9600,-0.0449
9610,2.9214
9620,1.8148
9630,-1.8006
9640,-2.9017
9650,-0.0647
9660,2.9252
9670,1.7794
9680,-1.7939
9690,-2.8385
9700,-0.0637
9710,2.7618
9720,1.8072
9730,-1.8452
9740,-2.8491
9750,-0.079
9760,2.8476
9770,1.7656
9780,-1.7913
9790,-2.922
9800,-0.0874
9810,2.8264
9820,1.8012
9830,-1.6917
9840,-2.8044
9850,0.0118
9860,2.8307
9870,1.7562
9880,-1.7127
9890,-2.7784
9900,0.0663
9910,2.7578
9920,1.694
9930,-1.7598
9940,-2.7727
9950,-0.0125
9960,2.755
9970,1.7008
9980,-1.7222
9990,-2.7583
